word,length,rt,freq
graced,5,767.15,18
graceful,6,623.06,118
gracefully,7,696.37,66
graceless,7,754.52,6
graces,6,658.72,51
gracious,6,721.09,365
graciously,8,727.57,61
grad,4,753.34,148
gradation,7,749.45,1
gradations,8,923.93,3
grade,4,570.48,1493
graded,6,652.43,37
grader,5,819.31,44
grades,5,605.18,451
gradient,8,787.29,9
grading,6,732.94,44
grads,5,777.64,7
gradual,7,795.43,38
gradually,8,667.56,100
graduate,7,589.56,623
graduates,8,639.12,99
graduating,9,772.41,128
graffiti,7,764.36,103
graduated,9,650.18,395
graduation,8,705.68,500
graft,5,909.24,84
grail,4,887.7,137
grain,4,622.91,243
grains,5,627.74,50
gram,4,657.59,132
grammar,5,681.52,122
grammarian,9,1049.21,1
grammatical,9,752.9,6
grammatically,10,882.21,9
gramophone,8,947.33,16
grams,5,713.78,382
granary,7,713.22,2
grand,5,645.15,3214
grandad,7,1008.26,20
grandchild,9,772.9,78
grandchildren,12,849.04,198
granddaughter,9,823.87,330
grander,6,868.86,20
grandeur,6,906.95,37
grandfather,9,710.97,1241
grandfathers,10,767.85,22
grandiose,8,783.68,21
grandly,7,762.58,2
grandma,6,721.23,2325
grandmother,9,731.36,1417
grandmothers,10,781.06,30
grandnephew,10,1036.15,2
grandniece,8,1185.29,2
grandpa,6,664.5,1661
grandparent,11,715.44,13
grandparents,12,724.97,214
grands,6,665.28,2
grandson,8,697.58,407
grandsons,9,742.16,22
grandstand,10,822.17,31
granite,6,752.84,81
granny,5,759.64,430
granted,7,628.91,697
granting,7,733.58,54
grants,6,680.78,95
granular,8,814.39,2
granule,7,838.5,2
granules,8,840.82,2
grape,4,592.58,204
grapefruit,8,721.71,126
grapes,5,590.74,201
grapevine,7,747.44,47
grapevines,8,736.03,3
graph,4,674.36,38
graphic,6,664.47,119
graphical,7,727.63,2
graphically,8,747,6
graphite,6,738.96,21
graphs,5,655.32,16
grapple,5,773.35,12
grappled,6,806.12,3
grappling,7,713.3,29
grasp,5,781.85,233
grasped,6,768.52,20
grasping,7,663.53,38
grass,4,563.24,856
grassed,5,721.62,2
grasses,6,679.91,13
grasshopper,8,771.15,47
grasshoppers,9,708.21,38
grassland,8,700.06,5
grasslands,9,660.88,5
grassroots,8,800.13,15
grassy,5,763,32
grate,4,689.69,52
grated,6,760.56,8
grateful,6,574.3,1355
gratefully,7,767.18,16
grater,5,853.31,7
gratification,11,777.38,42
gratified,8,828.31,15
gratify,7,725.1,8
gratifying,9,742.45,55
gratifyingly,11,1026,1
grating,6,747.62,16
gratings,7,897.14,1
gratis,6,920.13,18
gratitude,8,680.52,395
gratuitous,9,895.65,18
gratuity,8,835.88,16
grave,4,632.47,1340
gravel,5,651.45,73
gravely,6,726.87,64
graven,5,768.48,6
graver,5,756.91,8
graves,5,639.21,304
gravest,7,806.7,16
gravestone,8,709.64,17
graveyard,8,746.7,272
graveyards,9,720.42,22
gravitation,9,868.1,1
gravitational,11,986.85,57
gravity,7,639.68,351
gravy,5,720.35,269
gray,3,567.68,1077
graybeards,8,1012.28,1
grayed,4,833.61,2
grayer,4,898.38,2
graying,5,822.59,2
graze,4,672.1,39
grazed,5,738.34,46
grazing,6,699.76,58
grease,4,625.24,354
greased,5,659.97,68
greasepaint,8,1136.75,7
greaser,5,776.06,21
greases,6,820.27,1
greasy,5,585.39,199
great,4,598.47,41864
greater,5,619.03,819
greatest,7,628.12,2464
greatly,6,676.88,217
greatness,7,829.53,213
greed,4,679.94,245
greedily,7,740.63,2
greedy,5,784.74,338
green,4,623.47,3696
greenback,7,732.52,1
greenery,7,806.34,7
greenest,7,827.24,9
greengrocer,9,1044.2,9
greenhorn,8,850.61,17
greenhouse,7,615.09,112
greenhouses,9,748.75,4
greenish,6,701.84,8
greenness,7,863.79,2
greenroom,7,747.84,2
greens,5,625.37,109
greet,4,700.79,268
greeted,6,654.42,61
greeting,6,585.66,164
greetings,7,619.48,345
greets,5,738.48,22
gremlin,7,807.27,11
grenade,6,877.67,235
grenades,7,809.08,132
grenadier,8,1126.91,3
grenadine,8,877.39,10
grew,3,663.07,1493
grey,3,742.97,469
greyhound,7,761.06,46
grid,4,656.84,282
griddle,5,731.48,18
gridiron,7,963.31,3
grief,4,611.15,552
grievance,6,662.91,46
grievances,8,765.86,39
grieve,4,694.27,112
grieving,6,774.56,139
grievous,6,805.37,53
griffon,6,985.75,2
grill,4,600.12,227
grille,4,868.85,18
grilled,5,626.97,114
grim,4,671.58,244
gauze,3,767.1,73
gauzy,4,821.94,1
gave,3,736.8,12428
gavel,4,858.39,39
gawk,3,793.58,16
gawky,4,771.75,14
gay,2,597.68,3013
gaze,3,650,129
gazebo,6,731.89,46
gazed,4,761.97,23
gazelle,5,858.4,62
gazer,4,787.5,3
gazes,5,700.09,5
gazette,5,813.88,73
gazettes,6,828.08,1
gazing,5,674.13,41
gear,3,597.26,816
geared,4,782.9,17
gearing,5,766.33,24
gears,4,654.3,77
gecko,4,889,19
geese,3,757.37,81
geezer,4,831.13,69
geisha,4,745.63,146
gel,3,671.63,83
gelatin,7,858.28,25
gelatinous,9,1154.69,9
gelding,6,1040.4,21
gem,3,698.64,126
gems,4,650.47,44
gender,5,636,143
genders,6,679.12,8
genealogies,10,1291.94,1
genealogy,9,834.33,21
general,6,595.18,5885
generalities,11,826.41,11
generality,10,847.1,4
generalization,11,705.89,9
generalizations,12,804.88,2
generalize,8,757.39,4
generalized,9,704.34,4
generally,7,684.09,424
generals,7,580.59,206
generate,7,678.22,124
generated,9,631.68,67
generates,8,741.87,26
generating,9,788.19,43
generation,8,730,619
generations,9,746.79,305
generative,9,927.61,1
generator,8,688.41,290
generators,9,643.2,86
generic,7,731.03,78
generosity,10,718.59,171
generous,7,689.94,852
generously,9,754.83,47
genes,4,667.91,147
genetic,7,659.66,385
geneticist,10,976.58,19
genial,6,762.17,10
geniality,9,919.4,1
genie,4,800.71,178
genital,6,695.64,27
genitalia,9,941.83,37
genius,6,624.69,1773
geniuses,8,718.29,111
genocide,7,804.58,62
genre,5,796.94,54
genres,6,800.03,6
gent,4,768.94,82
genteel,6,804.82,28
gentile,6,691.65,26
gentiles,7,812.75,9
gentility,9,900.22,6
gentle,5,659.68,844
gentlefolk,8,946.15,2
gentleman,8,729.26,2135
gentlemanly,10,1069.04,21
gentlemen,8,772.47,7874
gentleness,8,716.63,18
gentler,6,862.37,25
gentlewoman,10,874.5,8
gently,6,615.06,459
gentry,6,702.38,68
genuflect,10,800.67,5
genuine,7,706.9,418
genuinely,9,780.58,98
genus,5,668.2,15
geographer,8,852.93,5
geographers,9,749.61,2
geographic,9,751.13,67
geographical,10,788,31
geographically,11,893.83,13
geography,8,693.65,117
geological,9,789.48,42
geologist,9,707.59,51
geologists,10,772.47,20
geology,7,729.43,47
geometric,9,779.55,23
geometrical,10,802.53,6
geometrically,11,907.66,5
geometry,8,745.45,94
geophysics,9,926.59,1
geopolitical,11,1095.37,8
geopolitics,11,1228.74,4
geranium,8,886.96,8
germ,3,662.17,64
geriatric,9,882.5,27
germane,5,888.6,8
germinate,7,725.83,1
germination,8,877.52,1
germs,4,586.62,154
gestalt,7,936.7,8
gestation,7,971.63,14
gesticulate,11,897.94,7
gesticulating,13,1088.88,3
gesture,5,630.09,379
gestured,6,729.3,3
gestures,6,799,96
gesturing,7,775.32,2
get,3,629.94,233772
getaway,6,811.72,196
gets,4,624.1,11364
getting,5,703.58,24719
getup,5,671.82,43
geyser,4,866.92,11
geysers,5,862,3
ghastly,6,798.7,106
gherkin,5,978.4,4
gherkins,6,859,5
ghetto,4,643,282
ghettos,5,750.29,11
ghost,4,567.41,1866
ghosted,6,715.13,2
ghostlike,7,801.21,1
ghosts,5,552.11,718
ghoul,3,708.77,52
ghouls,4,876.95,47
giant,5,598.47,1380
giants,6,589.91,223
gibber,4,827.78,2
gibberish,6,874.08,95
gibe,3,881.25,2
gibes,4,978,3
giblet,6,710.68,5
giddiness,7,995.14,4
giddy,4,749.86,91
gift,4,640.82,3290
gifted,6,650.19,229
gifts,5,580.1,732
gig,3,697,571
gigantic,8,694.85,190
giggle,4,636.91,87
giggled,5,743.41,11
giggles,5,644.53,170
giggling,6,712.85,209
gigolo,6,735.8,83
gild,4,852.28,4
gilded,6,901.38,35
gilt,4,650.94,9
gimmick,5,939.21,55
gin,3,729.93,575
ginger,5,792.53,327
gingerly,7,785.06,1
gingham,5,780.33,9
gingerbread,9,794.91,33
gingersnap,9,868.15,1
ginkgo,5,986.07,9
ginning,5,928.33,2
gins,4,644.83,7
ginseng,6,873.34,20
giraffe,5,723,76
gird,3,754.58,7
girders,5,1098,7
girdle,4,779.55,79
girl,3,555.78,28413
girlfriend,8,690.47,3881
girlhood,6,782.97,3
girlish,5,785.57,23
girls,4,582.7,10626
girth,3,766.86,22
gist,4,859.45,56
give,3,610.25,59559
giveaway,6,682.27,40
giveaways,7,770.26,4
given,4,611.36,4851
giver,4,739.62,59
givers,5,799.87,6
gives,4,653.63,3290
giveth,5,1058.47,19
giving,5,667.39,5613
gizzard,5,699.88,23
glace,5,626.05,5
glacial,6,861.9,6
glacier,6,696.35,38
glaciers,7,720.34,8
glad,4,682.57,8740
gladden,5,873.53,2
glade,4,649,20
gladiator,8,637.44,40
gladly,6,698.65,257
gladness,7,724.47,16
glamor,5,704.72,5
glamorize,7,774.38,1
glamorous,7,756.35,151
glance,5,696.22,175
glanced,6,800.63,32
glances,7,700.44,37
glancing,7,661.09,21
gland,5,735.04,77
glands,6,701.81,83
glandular,8,1006,13
glare,4,602.09,82
glared,5,709.93,8
glaring,6,744.22,22
glaringly,8,936.7,4
glass,4,572.74,3096
glasses,6,645.34,1689
glasshouse,7,747.86,1
glassware,7,659.64,7
glassy,5,695.22,18
glaucoma,7,848.35,31
glaze,4,661.97,45
glazed,5,624.64,50
glazes,6,612.15,1
glazing,6,683.52,5
gleam,4,750.93,50
gleamed,5,788.42,3
gleaming,6,727.43,36
glean,4,801.16,2
gleaned,5,812.83,3
glee,3,684.29,58
gleeful,5,759.52,7
gleefully,6,891.81,6
glib,4,703.86,41
glibly,6,906.44,3
glide,4,650.27,120
glided,6,815.84,6
glider,5,804.59,35
gliders,6,688.48,17
glides,5,650.35,8
glimmer,5,679.84,40
glimmering,7,750.19,5
glimpse,6,669.63,171
glimpsed,7,765.87,14
glimpses,8,727.61,17
glint,5,813.8,16
glinted,7,775.28,1
glinting,7,764.13,3
glisten,5,768.93,22
glistened,6,824.62,2
glistening,7,816,28
glitter,5,636.59,104
glittered,6,732.1,7
glittering,7,692.87,16
gloat,4,743.12,80
gloated,6,687.21,1
global,5,659.89,321
globally,6,820.85,11
globe,4,622.64,266
globes,5,656.66,18
globetrotter,9,938.23,8
globular,8,877.3,6
globule,7,718.27,2
globulin,9,1088.25,5
glockenspiel,10,964,9
gloom,4,631.94,59
gloomy,5,665.94,123
glories,6,692,23
glorification,11,865.81,3
glorified,8,723.69,62
glorifies,8,720.34,2
glorify,7,604.59,19
glorious,7,640.06,474
gloriously,9,815.52,13
glory,5,622.19,1096
glorying,7,786.54,1
gloss,4,637.5,74
glossary,7,595.15,2
glossed,5,681.23,3
glossy,5,615.5,24
glottal,5,922.56,1
glove,4,637.23,515
gloved,5,626.96,8
gloves,5,622.91,828
glow,3,595.55,293
glowed,4,646.39,15
glowering,6,686.77,1
glowing,5,697.94,180
glows,4,697.38,42
glucose,6,662.85,73
glue,3,562.79,300
glued,4,643.5,115
glum,4,727.96,52
glut,4,899.23,7
gluten,5,795.14,8
glutinous,8,958,1
glutted,6,846.06,1
glutton,5,733.32,31
gluttons,6,732.64,7
gluttony,6,789.36,18
glycerin,8,783.28,7
glycerine,8,808.56,2
glycerol,8,797.31,2
glycol,6,762.61,5
gnarled,5,819.28,3
gnash,3,840.19,5
gnashing,5,853.5,7
gnat,3,739.55,22
gnaw,2,744.57,19
gnawed,3,774.24,18
gnawing,4,741.07,21
gnome,3,809.87,32
frivolous,8,908.69,61
frizz,4,748.16,2
frizzy,5,796.17,18
frock,4,734.8,43
frog,4,607.63,603
froggy,5,773.85,30
frogman,7,925.89,7
frogs,5,621.09,172
frolic,6,720.52,42
frolicking,8,921.86,12
frolics,7,801.19,7
frolicsome,8,1059.75,1
frond,5,714.56,2
frontage,7,772.19,10
frontal,6,794.66,96
fronted,7,718.38,22
frontier,7,661.69,167
frontiers,8,739.38,15
frontiersman,11,1068.25,1
frontiersmen,11,1172.85,2
fronts,6,658.88,47
frostbite,8,802.4,45
frosted,7,605.88,41
frosting,7,590.19,72
frosts,6,618.63,4
frosty,6,632.83,121
froth,4,719.48,10
frothier,6,948.9,1
frothing,6,850.46,13
frothy,5,809.73,12
frown,4,686.73,104
frowned,5,670.23,21
frowning,6,662.14,25
frowns,5,607.14,18
frowzy,5,415,2
froze,4,629.56,216
frozen,5,577.81,782
frugal,6,789.41,9
fruit,4,583.55,1108
fruitcake,7,761.21,105
fruitful,6,666.94,47
fruition,6,812.5,17
fruitless,7,689.06,23
fruitlessly,9,918.13,1
fruits,5,639.28,143
fruity,5,693,66
frump,5,734,7
frumpy,6,775.16,9
frustrate,8,809.71,14
frustrated,10,688.07,255
frustrating,10,850.25,126
frustration,9,720.9,152
frustrations,10,731.48,26
fry,3,654.13,428
fryer,4,674.2,33
fuchsia,5,838.71,23
fudge,3,722.86,185
fuel,5,581.9,876
fueled,6,734.84,49
fuels,6,636.69,28
fugitive,8,693.94,264
fugitives,9,811.07,54
fugue,4,772.25,27
fuhrer,5,918.5,85
fulcrum,7,913.61,10
fulfill,6,690.48,199
fulfilled,7,729,145
fulfilling,8,719.76,75
fulfillment,10,845.42,52
fulfills,7,930.74,8
full,3,597.63,8512
fullback,6,723.55,22
fullest,6,656.81,50
fullness,6,660.74,24
fully,4,718.3,880
fulminate,8,1118,1
fulminating,10,1044.3,1
fumble,5,689.97,40
fumbled,6,826.74,24
fumbling,7,874.68,15
fume,4,798.34,12
fumed,5,782.57,2
fumes,5,683.62,146
fumigate,8,988.05,7
fumigation,9,962.71,5
fuming,6,799.18,9
fun,3,509.58,12010
function,6,651.24,565
functional,8,639.27,139
functionally,9,777.03,4
functioned,7,732.89,16
functioning,8,800.9,142
functions,7,636.28,201
fund,4,667.94,541
fundamentals,11,784.5,27
funding,6,770.16,162
fundamental,10,738.66,167
fundamentalism,13,1012.91,2
fundamentalist,13,910,26
fundamentally,11,771.48,42
funds,5,597.31,337
funeral,8,651.21,1693
funerals,9,715.15,164
funereal,9,689.86,1
funfair,6,1031.3,3
fungal,6,882.55,15
fungi,5,802.6,9
fungicide,8,1037,3
fungicides,9,1236.82,1
fungus,6,708.59,112
funk,4,711.26,161
funky,5,618.68,259
funnel,4,649.1,56
funneled,5,842.57,8
funnels,5,717.44,8
funnier,5,829.13,128
funniest,7,717.47,148
funny,4,576.33,11127
fur,2,611.69,422
furies,6,765.77,17
furious,7,612.94,306
furiously,9,736,13
furl,3,692.78,6
furled,4,821.5,4
furlong,5,853.06,31
furlongs,6,875.78,11
furlough,4,785.33,35
furloughed,5,937.33,1
furnace,5,713.34,138
furnaces,7,799.34,19
furnish,5,710.22,48
furnished,6,698.94,62
furnishes,7,807.47,7
furnishing,7,678.06,12
furniture,6,750.47,769
furnishings,8,788.81,24
furor,6,745.92,6
furrow,4,668,5
furrowed,5,715.77,4
furrows,5,775.72,6
furry,3,694.24,122
furs,3,647.19,81
further,4,630.29,2690
furthered,5,904.69,4
furthering,6,802.53,6
furthermore,7,752.53,146
furthermost,8,849.68,2
furtive,5,860.86,16
furtively,7,863.1,2
fury,5,685.06,195
fuse,4,710.73,248
fused,5,656.78,34
fuselage,8,722.58,52
fuses,6,688.77,58
fusing,6,780.82,6
fusion,5,684.79,133
fuss,3,665.77,364
fussing,5,759.33,55
fussy,4,618.63,79
futile,5,795.3,82
futility,9,1040.2,25
future,5,613.35,5278
futurist,8,885.4,1
futuristic,10,865.8,17
fuzz,3,663.97,95
fuzzy,4,618.13,297
gab,3,747.77,35
gabble,4,714.06,6
gabbling,6,807.81,2
gables,5,847.4,32
gadfly,6,807.8,3
gadget,5,719.72,124
gadgetry,7,958.67,3
gadgets,6,706.72,71
gaff,3,758.33,32
gaffer,4,893.7,17
gag,3,688.59,360
gaga,4,815.71,52
gages,5,870.68,1
gagged,4,899.11,43
gagging,5,797,29
gaggle,4,789.6,23
gags,4,759.04,58
gaiety,5,912.28,23
gaily,4,799.13,19
gain,3,593.97,700
gained,4,663.29,264
gainer,4,820.04,4
gainers,5,727.9,2
gainful,5,773.42,6
gaining,5,666.16,193
gains,4,634.32,77
gait,3,751.17,16
gaited,5,984.62,1
gal,3,719.1,725
gala,4,787,90
galactic,8,817.52,56
galaxies,8,744.41,49
galaxy,7,609.79,339
gall,3,758.75,101
gallant,6,701.63,167
gallantry,8,829.48,31
gallants,7,831.58,6
gallbladder,8,800.97,37
galled,4,890.17,2
galleon,6,704.33,16
galleries,7,705.85,51
gallery,6,598.97,434
galley,4,738.62,82
galleys,5,818.78,25
gallivant,8,1009.08,1
gallon,5,706.22,116
gallons,6,854.83,187
gallop,5,759.78,48
galloped,6,781,2
galloping,7,765.09,53
gallows,5,741.31,91
galls,4,647.81,15
gallstone,7,852.39,6
gallstones,8,891.14,10
galore,5,793.46,37
galoshes,7,851.44,34
gals,4,674.84,166
galvanic,8,876,5
galvanize,8,891.45,4
galvanizing,10,868.71,5
gambit,6,867.53,19
gambits,7,861.85,1
gamble,5,652.19,456
gambler,6,602.53,234
gamblers,7,724.63,77
gambles,6,709.72,16
gambling,7,718.64,846
game,3,579.3,11926
gamekeeper,7,830.63,11
games,4,560.5,2287
gaming,5,888.67,131
gamma,4,844.86,179
gamut,5,892.9,13
gander,5,783.7,55
gang,3,629.45,1537
gangland,7,809.63,27
ganglion,8,992.22,4
gangplank,8,968.07,20
gangrene,7,825.12,46
gangs,4,661.24,221
gangster,6,722.32,272
gangsters,7,790.71,141
gangway,5,746.33,116
gantry,6,915.17,15
gap,3,565.7,218
gape,3,783.87,3
gaping,5,852.14,42
gaps,4,711.06,35
garage,5,650.35,1388
garages,7,885.97,23
garb,4,764.26,16
garbage,6,648,1331
garbled,6,781.83,46
garden,5,579,1354
gardened,6,738.79,1
gardener,6,615.44,214
gardeners,7,734,27
gardenia,8,764.46,11
gardenias,9,870.3,25
gardening,7,679.63,123
gardens,6,614.42,206
gargantuan,10,1050.67,18
gargle,5,726.38,30
gargoyle,6,823.8,27
garish,5,737.44,11
garishness,8,946.92,4
garlic,6,643.09,306
garment,7,697.09,71
garments,8,659.87,39
garnish,6,704.55,27
garrison,6,783.47,233
garrisoned,7,850.71,2
garrulous,7,836.62,5
garter,5,674,67
gas,3,549.97,3457
gaseous,6,909.36,10
gases,5,742.04,37
gash,3,775.86,35
gashes,5,692.46,8
gasket,6,683.65,34
gaskets,7,828.82,12
gaslight,6,778.12,17
gaslights,7,841.66,1
gasman,6,853.89,6
gasoline,7,675.13,333
gasp,4,645.69,88
gasped,5,740,12
gasping,6,720.58,220
gasps,5,659.31,470
gassed,4,949.57,37
gassing,5,765.27,15
gassy,4,823.31,22
gastric,7,796.59,42
gastrointestinal,15,1173.08,9
gastronomic,11,1055.76,1
gastronomy,10,920.92,1
gasworks,7,998.42,7
gate,3,603.88,1634
gatehouse,6,794.5,8
gatekeeper,7,757.6,35
gates,4,645.2,684
gateway,5,712.48,101
gateways,6,692.5,9
gather,4,643.23,799
gathered,5,583.16,491
gathering,6,600.84,370
gatherings,7,689.27,29
gathers,5,720.15,37
gator,4,640.19,184
gaucho,4,951.64,28
gaudy,4,744.4,21
gauge,3,634.53,112
gauged,4,813.19,1
gaunt,4,805.42,8
gauntlet,7,788.19,39
foresaw,5,799.55,20
foresee,5,757.5,50
foreseeable,8,1071.87,19
foreseeing,7,847.36,1
foreseen,6,897.17,30
foreshadow,7,745.09,6
foresight,6,807.76,38
foreskin,7,682.87,18
forest,6,699.33,963
forester,7,817.29,3
forestry,8,907.1,11
forests,7,665.03,81
foretell,6,842.28,16
forethought,6,929.73,9
forever,5,655.06,4529
forewarn,7,919.52,1
foreword,6,682.87,9
forfeit,6,705.45,158
forfeited,8,832.63,16
forfeiture,7,1042.93,10
forgave,5,813.03,117
forge,4,743.16,166
forged,5,775.2,216
forgeries,8,799.96,30
forgery,7,845.26,100
forget,5,598.73,14130
forgetful,7,719.16,38
forgetfulness,10,830.88,27
forgetting,7,733.12,627
forging,6,770.59,40
forgive,5,566.67,3917
forgiven,6,665.34,331
forgiveness,8,657.56,405
forgiving,7,727.58,127
forgo,5,867.55,15
forgone,6,806.75,1
forgot,5,701.9,5045
forgotten,6,754.12,1771
fork,4,650.39,450
forked,5,685.28,14
forklift,8,756.53,49
forks,5,608.03,113
forlorn,6,744.39,21
form,4,603.88,2180
formal,5,603.77,424
formalities,10,862.72,49
formaldehyde,11,923.6,34
formality,9,658.7,110
formalize,7,722.13,6
formalized,8,774.85,4
formally,6,699.56,106
format,6,568.09,54
formation,7,730.03,203
formations,8,750.71,33
formative,8,763.13,15
formats,7,626.68,9
formed,5,671.8,241
formerly,7,740.97,123
formidable,9,963,87
formidably,10,1017.85,1
forming,6,775.88,140
formless,7,795.38,4
forms,5,650.83,580
formula,8,579.94,401
formulae,8,941.89,4
formulaic,10,906.89,5
formulas,9,688.19,22
formulate,9,793.1,30
formulated,11,736.2,17
formulating,11,793.12,7
formulation,10,797.36,13
formulations,11,903.14,1
fornicate,8,735.9,25
fornication,9,819,44
forsake,5,685.28,46
forsaken,7,722.55,77
forsakes,6,755.88,3
forsooth,5,867.67,3
forswear,7,984.64,4
forte,5,792.71,30
forth,4,651.32,804
forthright,7,970.79,34
forthrightly,9,944.22,3
forthrightness,10,1060.29,2
forthcoming,9,840.22,70
forthwith,7,943.54,36
fortification,11,805.32,5
fortifications,12,968,11
fortified,8,705.87,31
fortify,7,720.06,12
fortissimo,9,982.83,2
fortitude,8,806.23,33
fortnight,7,791.83,46
fortress,7,773.58,172
fortresses,9,853.65,11
forts,5,690.81,20
fortuitous,9,933.89,20
fortunate,8,723.53,419
fortunately,10,741.12,444
fortune,6,654.85,1518
fortunes,7,762.3,128
forum,5,750,104
forums,6,722.47,3
forward,6,577.84,3689
forwarded,8,752,44
forwarding,8,683.25,56
forwards,7,633.09,71
fossil,4,615.97,79
fossilized,7,839.89,11
fostered,6,867.43,17
fostering,7,747.48,7
fosters,6,794.69,10
fought,3,670.78,1362
foul,3,618.64,738
fouled,4,725.7,82
foulest,6,928.55,13
fouling,5,801.21,13
foully,4,1089.33,8
found,4,582.11,20196
foundation,7,621.31,740
foundations,8,730.59,59
founded,6,676.58,158
founder,5,677.28,108
foundering,7,874.74,9
founders,6,744.12,38
founding,6,709.94,89
foundling,7,918.5,9
foundry,6,749.65,21
fountain,5,629.44,352
fountains,6,701.42,50
fourpence,7,1020.12,2
foursome,5,783.75,33
foursquare,8,1006.07,4
fowl,3,726.09,35
foxglove,8,807.17,4
foxhole,7,719.13,48
foxholes,8,711.35,21
foxhound,8,763.07,2
foxhunt,8,718.06,3
foxtrot,8,796.08,55
foxy,5,663.16,156
foyer,3,705.78,45
fracas,6,943.8,10
fraction,6,637.9,104
fractional,8,778.9,1
fractions,7,727.53,33
fractious,7,966.45,8
fracture,6,683.15,264
fractured,7,753.47,166
fractures,7,700.48,135
fragile,6,642.43,262
fragility,9,830,7
fragment,8,659.94,96
fragmentary,11,997.27,2
fragmentation,11,824.59,7
fragmented,10,658.36,13
fragments,9,641.91,135
fragrance,8,680.31,60
fragrances,10,702.19,4
fragrant,8,681.94,36
frail,4,666.84,81
frailty,6,885.04,18
frame,4,735.57,719
framed,5,630.06,284
framer,5,705.14,3
frames,5,607.85,110
framework,7,633.71,20
framing,6,670.81,76
franc,5,820.08,41
franchise,7,716.33,121
franchises,9,788.52,26
francs,6,926,261
frankfurters,10,855.4,13
frankincense,11,932.65,12
frankly,7,646,992
frankness,8,714.67,16
frantic,7,799.18,116
frantically,9,955.5,24
frappe,5,866.2,5
fraternal,7,1020.21,17
fraternities,10,858,10
fraternity,9,727.15,171
fraternize,8,922.93,16
fraud,4,634.34,512
frauds,5,699.15,40
fraudulent,9,944.16,18
fraught,4,704.09,35
fraulein,6,791,60
fray,3,777.63,48
frayed,4,744.04,23
frazzle,5,749.91,6
frazzled,6,857.13,23
freak,4,588.71,1874
freakish,6,713,25
freaks,5,647.38,422
freaky,5,673.09,255
freckle,5,721.44,30
freckled,6,715.41,6
freckles,6,732.78,101
free,3,585.59,9054
freebie,5,847.34,41
freebooters,8,993.33,2
freeborn,7,724.12,5
freed,4,796.77,190
freedmen,7,709.77,4
freedom,6,678.38,1688
freedoms,7,691.29,45
freehand,7,777.18,4
freeholders,9,823,2
freeing,5,799.83,46
freelance,7,822.09,108
freeloader,7,747.31,8
freely,5,668.52,215
freeman,6,685.3,129
freer,4,706.78,18
frees,4,763.86,34
freest,6,798,4
freestanding,10,908.87,4
freestyle,7,667.06,56
freethinker,8,922.48,1
freethinkers,9,943,4
freeway,5,638.82,282
freeways,6,612.97,32
freewill,6,655.47,5
freeze,4,612.74,1640
freezer,5,583.27,263
freezers,6,635,16
freezes,6,618.29,79
freezing,6,628.91,680
freight,4,724.7,196
freighter,5,997.21,109
freighters,6,976.48,12
freights,5,882.67,3
frenetic,8,940.08,3
frenzied,7,794.12,16
frenzy,6,721.65,103
frequencies,10,750.45,95
frequency,9,740.47,337
frequent,8,640.88,140
frequented,10,812.92,13
frequently,10,659.88,167
fresco,6,838.67,17
frescoes,7,955.11,5
frescos,7,947.5,3
fresh,4,630.94,2780
freshen,5,846.16,131
freshened,6,913.44,7
freshly,6,684.37,71
freshman,7,610,375
freshmen,7,696.79,92
freshness,7,658.32,29
freshwater,8,694.35,35
fret,4,696.64,95
fretting,6,745.88,16
friar,4,804,88
friars,5,771.54,7
fricassee,7,1108.75,9
friction,6,722.21,63
frictions,7,790.96,2
fridge,4,790.4,502
fried,4,705.97,518
friend,5,592.81,21384
friendless,8,765.03,24
friendlier,8,889.31,19
friendliness,10,878.06,6
friendly,7,612.76,1328
friends,6,538.97,15578
friendship,8,640,1164
friendships,9,701.45,71
fries,4,580.74,596
frieze,4,715.7,2
friezes,6,565.6,1
frigate,6,766,18
fright,4,620,141
frighten,5,688.85,324
frightened,6,676.79,1186
frightening,7,733.28,294
frighteningly,9,1046.59,13
frightful,6,749.13,59
frightfully,7,810.9,54
frigid,6,677.29,71
frigidity,9,868.27,3
frills,5,693.25,19
frilly,5,772.76,16
fringe,5,654.28,85
fringed,6,761.34,3
frisk,5,701.03,79
frisky,6,609.94,86
fritter,5,720.63,15
fritters,6,836.08,9
frivolity,9,926.78,9
flaunting,7,647.57,26
flautist,7,1004.42,8
flavor,5,564.7,255
flavored,6,678.62,25
flavoring,7,761,3
flavorings,8,801.83,5
flavors,6,653.06,66
flaw,3,635.06,155
flawless,6,603.42,80
flaws,4,654.81,91
flaxen,6,816.08,7
flaxseed,8,818.93,5
flay,3,798.79,8
flea,3,631.71,169
fleabag,6,952.86,25
fleas,4,744.6,133
fleck,4,685.25,7
flecked,5,802.69,2
fled,4,678.29,224
fledgling,7,784.58,13
flee,3,680.3,233
fleece,4,823.83,59
fleeing,5,789.74,112
flees,4,807.58,20
fleet,4,674.78,540
fleeting,6,714.78,86
fleets,5,804.21,18
flesh,4,590.18,1125
fleshy,5,667.48,29
flew,3,660.86,785
flex,5,591.03,50
flexed,6,669.1,13
flexibility,12,717.31,50
flexible,8,616.09,136
flick,4,594.03,257
flicked,5,730.22,8
flicker,5,715.71,35
flickered,6,689.13,7
flicking,6,710.91,19
flicks,5,723.47,43
flier,4,805.69,109
flies,4,648.33,717
flight,4,586.65,3044
flights,5,648.61,234
flighty,5,892.7,27
flimsy,6,801.73,42
